,tweets,likes,time,politician_id,language,translated_tweets
913,"En moins d’une minute le  annonce une baisse de Wall Street de 2%, le   de 1% et le Blick de 0.5%. Fake news ?",0,2018-02-06 14:42:08+00:00,CarloSommaruga,"((0, 112, 'FRENCH', 'fr'),)","In less than a minute it announces a decrease of 2% Wall Street, 1% and the Blick by 0.5%. Fake news ?"
914,"Si la fille Blocher - MMB - s’en prend aux mesures d’accompagnement, aux CCT et plus largement aux syndicats,...",1,2018-01-30 17:11:03+00:00,CarloSommaruga,"((0, 116, 'FRENCH', 'fr'),)","If the girl Blocher - MMB - takes the accompanying measures, the CTC and more widely to the unions,..."
915,C’est le moment de s’engager et de vite signer pour dire NON aux loyers abusifs aux Conseillers aux Etats de la...,1,2018-01-30 12:51:04+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)",Now is the time to commit and quickly sign to say NO to the abusive rents to the Councillors of the states of...
916,8 euros par heure pour une activité de construction pour des Polonais détachés par une entreprise sous-traitante...,0,2018-01-30 12:45:33+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)",8 euros per hour for a construction activity for Poles seconded by a subcontractor company...
917,Pourquoi la presse continue à nous bassiner avec cette fake-news!,2,2018-01-26 07:47:06+00:00,CarloSommaruga,"((0, 66, 'FRENCH', 'fr'),)",Why does the press keep squeaking at us with this fake news!
918,Dénonciation de la violation du droit international  par la Turquie en pénétrant sur le territoire de la Syrie...,4,2018-01-25 12:50:15+00:00,CarloSommaruga,"((0, 116, 'FRENCH', 'fr'),)",Denunciation of the violation of international law by Turkey by entering the territory of Syria...
919,"Au moment où les milliardaires de tous les pays s'unissent à Davos au WEF, il est utile de comprendre en quoi...",0,2018-01-22 17:05:59+00:00,CarloSommaruga,"((0, 114, 'FRENCH', 'fr'),)","As billionaires from all countries join Davos at the WEF, it is useful to understand how..."
920,Félicitations à Liliane Maury Pasquier pour sa présidence du Groupe socialiste de l'Assemblée parlementaire du...,8,2018-01-22 16:03:45+00:00,CarloSommaruga,"((0, 117, 'FRENCH', 'fr'),)",Congratulations to Liliane Maury Pasquier on his presidency of the Socialist Group of the Parliamentary Assembly of...
921,Coca-Cola c'est surtout son goût ZERO DROITS ! Alors que la branche indonésienne de COCA-COLA empêche...,0,2018-01-22 15:35:25+00:00,CarloSommaruga,"((0, 107, 'FRENCH', 'fr'),)",Coca-Cola is especially its ZERO DUTIES taste! While the Indonesian branch of COCA-COLA prevents...
922,Dans la perspective du OUI lors de la future votation sur l’initiative populaire pour des multinationales...,1,2018-01-19 12:53:33+00:00,CarloSommaruga,"((0, 110, 'FRENCH', 'fr'),)",In the perspective of the YES during the future vote on the popular initiative for multinationals...
923,Arrêtons les balivernes Messieurs de l'UBS ! Le niveau des loyers continue à grimper !,3,2018-01-18 16:29:54+00:00,CarloSommaruga,"((0, 88, 'FRENCH', 'fr'),)",Let's stop the gentlemen of the UBS! Rent levels continue to rise!
924,Un rendez-vous demain à Genève avec Ada Marra à l'occasion de la présentation de son livre. A ne pas manquer !,1,2018-01-17 15:21:42+00:00,CarloSommaruga,"((0, 114, 'FRENCH', 'fr'),)",An appointment tomorrow in Geneva with Ada Marra on the occasion of the presentation of her book. Don't miss it!
925,Chacun peut agir ! Alors préparons-nous  à intervenir auprès des autoritės federales pour dire NON aux loyers...,3,2018-01-17 13:31:18+00:00,CarloSommaruga,"((0, 116, 'FRENCH', 'fr'),)",Everyone can act! So let us prepare to intervene with the federal authorities to say NO to the rents...
926,"Encore une initiative parlementaire d'un PLR visant à saboter les droits des locataires. 
://",0,2018-01-08 15:03:17+00:00,CarloSommaruga,"((0, 94, 'FRENCH', 'fr'),)",Another parliamentary initiative of a PLR to sabotage tenants' rights. ://
927,"Retraites: À Genève, 11'000 paraphes pour l'idée de l'ASLOCA",1,2018-01-04 12:18:29+00:00,CarloSommaruga,"((0, 63, 'FRENCH', 'fr'),)","Retreats: In Geneva, 11,000 initials for the idea of ASLOCA"
928,"Courtes-peines vs jours-amendes : Du populisme pénal au risque d'une couteuse justice de classe 

En 2007,...",4,2018-01-03 21:03:46+00:00,CarloSommaruga,"((0, 110, 'FRENCH', 'fr'),)","Short penalties vs fine days: From criminal populism to the risk of expensive class justice In 2007,..."
929,Une mobilisation peut encore sauver le magnifique projet de supermarché participatif paysan du quartier des Vergers à Meyrin.,2,2017-12-21 16:21:25+00:00,CarloSommaruga,"((0, 127, 'FRENCH', 'fr'),)",A mobilization can still save the magnificent peasant participatory supermarket project of the Vergers district in Meyrin.
930,Le Conseil fédéral rejette l’acquisition d’hélicoptères gros-porteurs. Un choix fondé financièrement cohérent.,1,2017-12-20 11:32:41+00:00,CarloSommaruga,"((0, 121, 'FRENCH', 'fr'),)","The Federal Council rejects the acquisition of large-scale helicopters, a financially consistent choice."
931,Magnifique concert de Noël de la chorale des écoles genevoises avec l’appui de l’Orchestre de l’harmonie du Canton de Genève,1,2017-12-19 18:22:52+00:00,CarloSommaruga,"((0, 133, 'FRENCH', 'fr'),)",Magnificent Christmas concert of the Geneva School Choir with the support of the Canton of Geneva Harmony Orchestra
932,La Suisse aussi doit participer activement à la protection des migrants en Libye et leur proposer des solutions dignes de retour au pays ou d‘accueil ici.,3,2017-12-16 09:14:17+00:00,CarloSommaruga,"((0, 157, 'FRENCH', 'fr'),)",Switzerland must also actively participate in the protection of migrants in Libya and offer them solutions worthy of return to the country or reception here.
933,"Face aux résiliations de bail des personnes âgées, une population particulièrement fragile sur le marché du...",10,2017-12-15 14:49:46+00:00,CarloSommaruga,"((0, 115, 'FRENCH', 'fr'),)","Faced with the terminations of leases of the elderly, a particularly fragile population on the market..."
934,Rencontre émouvante à Berne avec le président bolivien,2,2017-12-13 19:33:05+00:00,CarloSommaruga,"((0, 57, 'FRENCH', 'fr'),)",Moving meeting in Bern with Bolivian President
935,Le Conseil de sécurité de l’ONU doit agir immédiatement: Embargo sur les armes et sanctions contre les responsables militaires et politiques,1,2017-12-13 15:22:08+00:00,CarloSommaruga,"((0, 145, 'FRENCH', 'fr'),)",The UN Security Council must act immediately: Embargo on arms and sanctions against military and political leaders
936,"Face au nettoyage ethnique des Rohingas, le Conseil de sécurité doit agir : embargo sur les armes et sanctions:",1,2017-12-13 15:19:25+00:00,CarloSommaruga,"((0, 113, 'FRENCH', 'fr'),)","In the face of the ethnic cleansing of the Rohingas, the Security Council must act: arms embargo and sanctions:"
937,à Genève recevant le prix Mc Bride pour la paix à la Mairie de Genève des mains des responsables de l’International Peace Bureau.,1,2017-12-08 17:47:06+00:00,CarloSommaruga,"((0, 135, 'FRENCH', 'fr'),)","in Geneva, receiving the Mc Bride Peace Prize at the Geneva City Hall from the leaders of the International Peace Bureau."
938,"Le rejet de la position US sur Jerusalem est parfaitement juste. La solution des deux États aussi. Mais ne pas prendre de mesures concrètes mettant fin à l’annexion de fait de territoires palestiniens par les colonies de peuplement, c’est aussi faire le jeux d’Israel.",4,2017-12-07 12:24:14+00:00,CarloSommaruga,"((0, 277, 'FRENCH', 'fr'),)","The rejection of the US position on Jerusalem is perfectly right. The two-state solution too. But not to take any concrete measures putting an end to the de facto annexation of Palestinian territories by settlements, is also to play the game of Israel."
939,"Merci  pour ton engagement pour les migrants, l’Etat de droit et la santé! C’est cela qui te place très à gauche au parlement",4,2017-12-07 10:35:33+00:00,CarloSommaruga,"((0, 132, 'FRENCH', 'fr'),)","Thank you for your commitment to migrants, the rule of law and health! That's what puts you very left in parliament."
940,"Arrivée de M. Alain Berset, nouveau président de la Confédération. Bravo !",7,2017-12-06 11:09:43+00:00,CarloSommaruga,"((0, 78, 'FRENCH', 'fr'),)","Arrival of Mr Alain Berset, new President of the Confederation. Congratulations!"
941,"Excellent discours du socialiste belge Paul Magnette sur la nécessité du cadre européen, du besoin pour la gauche de s’engager pour la réforme institutionnelle de ce cadre et la mise en place de politiques européennes sociales et environnementales",0,2017-12-02 20:32:38+00:00,CarloSommaruga,"((0, 254, 'FRENCH', 'fr'),)","Excellent speech by the Belgian Socialist Paul Magnette on the need for the European framework, the need for the left to commit itself to institutional reform of this framework and the establishment of European social and environmental policies"
942,"Weinstein s’installe au Tessin. Par ces temps, c’est mieux que de choisir le Valais !",5,2017-12-02 19:45:13+00:00,CarloSommaruga,"((0, 89, 'FRENCH', 'fr'),)","Weinstein settles in Ticino. In these times, it's better than choosing Valais!"
943,L’appel de l’ASLOCA  au Parlement suisse de ne pas démanteler le droit du bail a été bien rapporté par les médias. Sera-t’il entendu par les parlementaires? L’ASLOCA a déjà fait capoté des réformes anti-locataires! Alors pas de travail politique pour rien!,2,2017-11-20 14:43:46+00:00,CarloSommaruga,"((0, 273, 'FRENCH', 'fr'),)",The appeal of ASLOCA to the Swiss Parliament not to dismantle the lease law has been well reported by the media. Will it be heard by the parliamentarians? LASLOCA has already put up with anti-rental reforms! So no political work for nothing!
944,Ces crimes de guerre qui embarrassent le parquet fédéral Suisse! Le MInistère public de la Confédération doit assumer son rôle judiciaire en matière de crimes internationaux et arrêter de faire de la politique. La loi ne lui permet pas de faire cela !,2,2017-11-20 07:11:18+00:00,CarloSommaruga,"((0, 259, 'FRENCH', 'fr'),)",These war crimes that embarrass the Swiss Federal Public Prosecutor's Office! The Public Prosecutor's Office of the Confederation must assume its judicial role in international crimes and stop doing politics. The law does not allow it to do this!
945,"En ma qualité de président de l'ASLOCA Suisse, je me réjouis de voir que l'ensemble des militantes et des...",1,2017-11-18 17:44:26+00:00,CarloSommaruga,"((0, 111, 'FRENCH', 'fr'),)","In my capacity as president of ASLOCA Switzerland, I am delighted to see that all the activists and women..."
946,"C'est ma première participation à un financement participatif! 

Mais c'est avec un grand plaisir que je soutiens...",0,2017-11-17 22:12:31+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)",This is my first participation in crowdfunding! But it is with great pleasure that I support...
947,"B. Waelti au  T. Aeschi  la Bahnhofstrasse et la finance prend les commandes!
Bonjour les dégâts!",0,2017-11-17 18:00:57+00:00,CarloSommaruga,"((0, 99, 'FRENCH', 'fr'),)",B. Waelti at T. Aeschi Bahnhofstrasse and finance takes orders! Hello damage!
948,"Repenser la philanthropie: «Me voler 1000 dollars puis m'en tendre un, ce n'est pas de la bonté» - Le Temps",0,2017-11-13 21:33:57+00:00,CarloSommaruga,"((0, 110, 'FRENCH', 'fr'),)","Rethinking philanthropy: ""To steal me 1000 dollars and then to give me one, it is not goodness"" - Time"
949,Un reportage sur le Rojava qui montre bien la construction du projet démocratiques des Kurdes syriens.,4,2017-11-11 16:07:06+00:00,CarloSommaruga,"((0, 103, 'FRENCH', 'fr'),)","A report on Rojava, which clearly shows the construction of the democratic project of the Syrian Kurds."
