,tweets,time,language,translated_tweets
598,C'est plus facile de faire voter le peuple zéro carbone que le groupe  au CN EF2019...,2019-10-06 16:39:36+00:00,"((0, 87, 'FRENCH', 'fr'),)",It's easier to make the zero carbon people vote than the group at CN EF2019...
599,Voilà...nous nous sommes battu pour une baisse d'impôt et un micmac broulissien abouti globalement à une hausse. Le Grand Conseil s'est fait avoir GCVD,2019-10-05 15:51:01+00:00,"((0, 154, 'FRENCH', 'fr'),)",That's... we fought for a tax cut and a broulissisian micmac that resulted in an overall increase. The Grand Council got GCVD
600,"EF2019, le  vous propose des baisses de primes sponsorisés par  je n'ai pas pu m'empêcher!",2019-10-05 06:28:12+00:00,"((0, 92, 'FRENCH', 'fr'),)","EF2019, the offer of premium reductions sponsored by I couldn't help but!"
601,Il est surtout important d'être certain que ce type d'arrangements n'est plus d'actualité!,2019-10-03 17:03:24+00:00,"((0, 92, 'FRENCH', 'fr'),)",It is especially important to be sure that this type of arrangement is no longer relevant!
602,veulent mettre la BNS sous contrôle...et l'asservir au politique! Joli crash en perspective!,2019-10-01 17:23:00+00:00,"((0, 93, 'FRENCH', 'fr'),)",want to put the BNS under control...and enslave it to politics! Nice crash in perspective!
603,"GCVD, nos ""amis""  ont de la peine à voter contre l'avis de la présidente du Conseil d'Etat...Une loi sur les cadeaux au Conseil d'Etat, non...la même chose pour le Grand Conseil oui! Juste quelques abstentions suffisent, histoire de sauver la face!",2019-10-01 13:44:04+00:00,"((0, 251, 'FRENCH', 'fr'),)","GCVD, our ""friends"" find it hard to vote against the opinion of the President of the Council of State...A law on gifts to the Council of State, no... the same thing for the Grand Council yes! Just a few abstentions are enough, history to save face!"
604,"GCVD, merci au Conseil d'Etat d'avoir prévu une proposition cyclable à cet EMPD Cugy-Bottens...nous sommes dans la bonne direction!",2019-10-01 12:36:25+00:00,"((0, 133, 'FRENCH', 'fr'),)","GCVD, thank you to the Council of State for planning a bike proposal to this EMPD Cugy-Bottens... we are in the right direction!"
605,"Smartvote, question 7.3:

Les entreprises suisses devraient-elles être mieux être protégées du risque de rachat par des investisseurs étrangers...
Pourquoi il ne faut pas restreindre les investissements étrangers, la réponse en vidéo! EF2019",2019-09-30 19:26:55+00:00,"((0, 249, 'FRENCH', 'fr'),)","Smartvote, question 7.3: Should Swiss companies be better protected from buyback risk by foreign investors... Why don't we restrict foreign investment, the video response! EF2019"
606,Et les  ? Il me semble qu'ils sont plutôt actifs pour le mariage civil pour tous?,2019-09-30 19:07:07+00:00,"((0, 82, 'FRENCH', 'fr'),)",What about them? I think they're pretty active for civil marriage for all?
607,Bon en même temps ce bulletin doit être considéré comme nulle,2019-09-29 18:57:33+00:00,"((0, 65, 'FRENCH', 'fr'),)",Good at the same time this bulletin must be considered null and void
608,Nos jeunes arrivent avec des propositions concrètes ecologiequifaitenvie placealajeunesse,2019-09-24 18:32:28+00:00,"((0, 90, 'FRENCH', 'fr'),)",Our young people arrive with concrete proposals ecology that makes envy placealayouth
609,"GCVD, mouvement d'humeur pour les aménagements cyclables sur un EMPD de la DGMR, la mèche a été allumée par notre collègue Aurélien Clerc!",2019-09-24 08:12:11+00:00,"((0, 145, 'FRENCH', 'fr'),)","GCVD, mood movement for cycling arrangements on a DGMR EMPD, the wick was lit by our colleague Aurélien Clerc!"
610,c'est quand que le train à composition réduite cesseront sur la ligne du Valais?,2019-09-23 04:26:14+00:00,"((0, 82, 'FRENCH', 'fr'),)",When will the reduced-composition train stop on the Valais line?
611,Rendez-vous à 18h sur  pour le débat des candidats au Conseil des Etats  ecologiequifaitenvie aucoeurdeleurope,2019-09-22 14:48:18+00:00,"((0, 112, 'FRENCH', 'fr'),)",See you at 6 p.m. on the debate of the candidates for the Council of European States
612,En fait je suis devant  sur ce sujet ;-)...ecologiequifaitenvie,2019-09-19 19:06:16+00:00,"((0, 63, 'FRENCH', 'fr'),)",In fact I'm front on this subject ;-)...ecologyquifait envie
613,"Voilà encore cette position dogmato-rigidedes syndicats! Parceq que les accords cadres profitent à notre pays, votez et faites votez  aucoeurdeleurope",2019-09-19 18:16:42+00:00,"((0, 152, 'FRENCH', 'fr'),)","This is still the dogmato-rigid position of trade unions! Because the framework agreements benefit our country, vote and make vote in the heart of their own country."
614,"Venez nous voir sur les marchés, les échanges ont toujours du bon…EF2019 createurdavenir ecologiequifaitenvie aucouerdeleurope",2019-09-19 12:09:26+00:00,"((0, 130, 'FRENCH', 'fr'),)","Come and see us on the markets, exchanges always have good...EF2019 createrdfuture ecologiequifait envie aucouerdeleurope"
615,"pdcfail EF2019, c'est bien de s'offusquer, mais c'est quand que cela cesse ?
  
Ma recherche matinale:",2019-09-18 04:26:13+00:00,"((0, 102, 'FRENCH', 'fr'),)","pdcfail EF2019, it's good to offend, but that's when it stops? My morning search:"
616,Pour la gauche on peut polluer si on est dans le besoin...EF2019,2019-09-17 19:44:33+00:00,"((0, 64, 'FRENCH', 'fr'),)",For the left one can pollute if one is in need...EF2019
617,"Mariage civil pour tous et imposition individuelle, c'est ce qu'il faut entendre du programme  ce soir à Yverdon egalitepourtous EF2019",2019-09-17 19:21:07+00:00,"((0, 136, 'FRENCH', 'fr'),)",Civil marriage for all and individual taxation is what we need to hear from the program tonight in Yverdon egalitefor all EF2019
618,EF2019 ce qui devient difficile c'est de trier les promesses de ce que chacun veut réaliser...La campagne devient une campagne de confiance!,2019-09-17 18:37:59+00:00,"((0, 141, 'FRENCH', 'fr'),)",EF2019 What becomes difficult is to sort the promises of what everyone wants to achieve...The campaign becomes a campaign of trust!
619,Jean-Pierre Grin veut relancer les trains de nuit...c'est pas de la récup d'idées des autres? EF2019 objectiftraindenuit,2019-09-17 18:36:07+00:00,"((0, 122, 'FRENCH', 'fr'),)",Jean-Pierre Grin wants to relaunch night trains...is it not the recovery of ideas from others? EF2019 goaltrainnight
620,"EF2019, j'aime bien les  qui se distancie, et le  qui dit ""on va reprendre la campagne""! En bref c'est pas moi mais ça m'arrange!",2019-09-17 16:13:26+00:00,"((0, 130, 'FRENCH', 'fr'),)","EF2019, I like those who distancize themselves, and the one who says ""we\'re going to resume the campaign""! In short, it\'s not me but it suits me!"
621,"EF2019, alors mesdames, messieurs du  vous avez pris des leçons de communication en Corée?",2019-09-17 09:44:54+00:00,"((0, 92, 'FRENCH', 'fr'),)","EF2019, so ladies and gentlemen of you have taken communication lessons in Korea?"
622,Le journal de midi pour m'écouter à partir de 17min...ecologiequifaitenvie,2019-09-16 12:20:42+00:00,"((0, 76, 'FRENCH', 'fr'),)",The midday newspaper to listen to me from 17min...ecology that envyes
623,A La Tour-de-Peilz les jeunes vous parleront d'Europe. aucoeurdeleurope,2019-09-13 15:07:38+00:00,"((0, 71, 'FRENCH', 'fr'),)",At La Tour-de-Peilz young people will tell you about Europe.
624,"Demain sur le marché de La Tour-de-Peilz,   vous parlerons d'Europe...passez nous voir!
aucouerdeleurope.",2019-09-13 05:38:34+00:00,"((0, 106, 'FRENCH', 'fr'),)","Tomorrow in the market of La Tour-de-Peilz, you will talk about Europe... come and see us!"
625,"Alors, d'après vous, être bref en politique, un avantage ou un inconvénient ?
GCVD - 18 secondes pour donner la position du groupe!",2019-09-10 15:15:37+00:00,"((0, 134, 'FRENCH', 'fr'),)","So, in your opinion, to be brief in politics, an advantage or a disadvantage? GCVD - 18 seconds to give the position of the group!"
626,Voilà un problème compliqué...tout le monde est d'accord pour dire qu'il faut faire quelque chose mais tout ce qui est essayé se heurte à des résistances fortes!,2019-09-05 06:24:02+00:00,"((0, 167, 'FRENCH', 'fr'),)","This is a complicated problem... everyone agrees that something needs to be done, but everything that is being tried comes up against strong resistance!"
627,"Il n'y a pas que dans l'acquisition de véhicule respectueux que l'Etat traîne, alors cette réponse c'est pour quand? GCVD simplequestion",2019-09-03 10:31:03+00:00,"((0, 139, 'FRENCH', 'fr'),)","It is not only in the acquisition of respectful vehicles that the state drags, so this answer is for when? GCVD simple question"
628,Allô les  sert à quoi les billets première classe lorsqu'il n'y a aucun wagon de première dans l'InterRegio?,2019-09-02 04:29:32+00:00,"((0, 112, 'FRENCH', 'fr'),)","Hello, what are the first-class tickets for when there is no first-class car in the InterRegio?"
629,Lavaux Panoramic 10ans et une nouvelle rame...,2019-08-31 09:04:08+00:00,"((0, 46, 'FRENCH', 'fr'),)",Lavaux Panoramic 10 years and a new train...
630,"Je serai ce soir sur la place du marché de Renens pour débattre égalité et politique familiale.

""Génie suisse sur la route"", à la rencontre des électeurs romands",2019-08-30 05:45:09+00:00,"((0, 169, 'FRENCH', 'fr'),)","I\'ll be in Renens Market Square tonight to discuss equality and family policy. ""Swiss genius on the road"", meeting with the French voters"
631,"Je suis une pince en orthographe...je le sais. Mais avec le nombre de fautes de français et d'orthographe que je trouve dans les journaux, cette newletter me fait rire.",2019-08-29 13:48:43+00:00,"((0, 169, 'FRENCH', 'fr'),)","I'm a spelling claw... I know it, but with the number of French and spelling mistakes I find in the papers, this newletter makes me laugh."
632,En Valais aussi vous pouvez faire le choix   ecologiequifaitenvie aucoeurdeleurope,2019-08-28 17:14:03+00:00,"((0, 82, 'FRENCH', 'fr'),)",In Valais too you can make the choice of ecology that envys your heart
633,"Magnifique succès de notre collègue  pour sa résolution ""Pour des Assises vaudoises de la chaîne agro-alimentaire"" GCVD (Unanimité moins 10 abstentions). Encore une fois les  arrivent avec des propositions qui rassemblent!",2019-08-27 13:16:15+00:00,"((0, 227, 'FRENCH', 'fr'),)","Great success of our colleague for his resolution ""For Vaudise Assises of the food chain"" GCVD (Unanimity minus 10 abstentions). Once again they arrive with proposals that bring together!"
634,"La campagne des  est lancée, du dynamisme et des  motivés qui nous donnes de l'énergie à tous! ecologiequifaitenvie aucoeurdeleurope EF2019",2019-08-27 13:04:32+00:00,"((0, 143, 'FRENCH', 'fr'),)","The campaign is launched, dynamic and motivated that gives us energy to all! ecologiequifait envie aucoeurdeleurope EF2019"
635,Je n'ai jamais dit que ma vie était sans contradiction...avec greenclass chaque membre de la famille a un AG...,2019-08-22 16:26:45+00:00,"((0, 112, 'FRENCH', 'fr'),)",I never said my life was without contradiction... with greenclass every member of the family has an AG...
636,"En l'occurence ce personnage n'est pas la meilleure référence. Il m'a demandé, dans une conf. publique, de cesser mes questions. Il est loin d'être ouvert à la critique. Ma voiture actuelle a 6ans donc plus que la moyenne suisse, celle d'avant a été accidentée après 10ans.",2019-08-22 14:10:25+00:00,"((0, 282, 'FRENCH', 'fr'),)","In this case this character is not the best reference. He asked me, in a public conf., to stop my questions. It is far from being open to criticism. My current car is therefore 6 years older than the Swiss average, the one before was accidented after 10 years."
637,Changement de modèle de mobilité...démarrage de l'aventure greenclass,2019-08-22 04:57:38+00:00,"((0, 72, 'FRENCH', 'fr'),)",Change of mobility model...starting the greenclass adventure
638,plusieurs millions d'économies par année ça va nous coûter cher non?,2019-08-21 15:33:28+00:00,"((0, 72, 'FRENCH', 'fr'),)","Several million savings a year, it's going to cost us a lot, isn't it?"
639,Il n'y a pas que dans le Canton de Caud où les jeunes sont à fond...en Valaus aussi ecologiequifaitenvie aucoeurdeleurope,2019-08-21 15:26:44+00:00,"((0, 123, 'FRENCH', 'fr'),)",It's not only in the Canton of Caud where young people are at the heart of... in Valaus also ecology that envyes the heart of their hearts
640,"""En partant apparentés, on est plus forts. .... M. Béglé a posé des exigences que nous ne pouvions pas accepter. Il voulait que l’on fasse une campagne commune et que tous les logos des formations soient imprimés sur les affiches des candidats..."" EF2019",2019-08-20 05:16:12+00:00,"((0, 261, 'FRENCH', 'fr'),)","""By leaving related, we are stronger. .... Mr. Béglé made demands that we could not accept. He wanted to make a common campaign and that all the logos of the trainings be printed on the candidates\' posters..."" EF2019"
