Unnamed: 0,tweets,time,language,translated_tweets
1018,Wann und von welchem Gericht wurde ich wegen Rassismus verurteilt?,2021-04-09 15:39:38+00:00,"((0, 66, 'GERMAN', 'de'),)",[{'translation_text': 'When and by which court was I convicted of racism?'}]
1019,Lasst uns einen Stuhlkreis bilden und darüber reden ....,2021-04-09 13:29:11+00:00,"((0, 57, 'GERMAN', 'de'),)",[{'translation_text': 'Let us form a circle of chairs and talk about it ....'}]
1020,Rassismus scheint auf sehr tiefer Stufe zu beginnen ...,2021-04-09 10:11:18+00:00,"((0, 55, 'GERMAN', 'de'),)",[{'translation_text': 'Racism seems to start at a very low level ...'}]
1021,"Oh Gott, liebes  - wieso benennt Ihr den Aargau um?",2021-04-09 09:16:50+00:00,"((0, 51, 'GERMAN', 'de'),)","[{'translation_text': 'Oh, God, dear, why are you naming the Aargau?'}]"
1022,Armleuchter !,2021-04-09 07:52:47+00:00,"((0, 13, 'Unknown', 'un'),)",NA
1023,"weigert sich, ein Konto für das Komitee „Ehe für alle“ zu eröffnen - wegen angeblichem Reputationsrisiko ... die hätten mal besser bei Pierin Vincenz genauer hingeschaut!",2021-04-09 06:11:25+00:00,"((0, 94, 'GERMAN', 'de'), (94, 84, 'Unknown', 'un'))","[{'translation_text': 'refuses to open an account for the committee ""Marriage for everyone"" because of alleged reputation risk ... they would have looked better at Pierin Vincenz!'}]"
1024,"Unglaublich, die  Die  und konservativ - die Grünen als Liberale? Da scheinen nebst  auch die beiden Redaktorinnen am Morgen etwas eingeworfen zu haben ...",2021-04-08 16:17:24+00:00,"((0, 156, 'GERMAN', 'de'),)","[{'translation_text': 'Incredible, the Die and conservative - the Greens as liberals? Besides the two editors in the morning seem to have thrown something in ...'}]"
1025,Das ist so unwahr - aber eben: Amonym lässt sich hier der grösste Dreck posten ... und tschüss,2021-04-07 12:44:48+00:00,"((0, 97, 'GERMAN', 'de'),)",[{'translation_text': 'This is so untrue - but just: Amonym can be posted here the biggest dirt ... and bye'}]
1026,Und tschüss !,2021-04-07 12:22:13+00:00,"((0, 14, 'Unknown', 'un'),)",NA
1027,"Wieder ein anonymer Feigling, der seinen Schrott hier absondert ... 🤮",2021-04-07 11:44:52+00:00,"((0, 72, 'GERMAN', 'de'),)",[{'translation_text': 'Again an anonymous coward who separates his scrap from here ...'}]
1028,Wo in all diesen Tätigkeiten hat der Mann auch nur einen Hauch von wirtschaftlichem Handeln erlernt?,2021-04-07 11:34:12+00:00,"((0, 101, 'GERMAN', 'de'),)",[{'translation_text': 'Where in all of these activities has the man learned even a touch of economic action?'}]
1029,Jeder Kebab-Stand hat ein besseres Risk-Management als die,2021-04-07 07:02:10+00:00,"((0, 58, 'GERMAN', 'de'),)",[{'translation_text': 'Each kebab stand has a better risk management than the'}]
1030,Und den Hauptpreis für die kreativste Ausrede erhält - tatata: Thomas Gottstein von der,2021-04-07 06:38:35+00:00,"((0, 89, 'GERMAN', 'de'),)",[{'translation_text': 'And receives the main prize for the most creative excuse - tatata: Thomas Gottstein of the'}]
1031,"Nein, ich habe meine eigenen Geschäfte!",2021-04-05 21:04:12+00:00,"((0, 40, 'GERMAN', 'de'),)","[{'translation_text': 'No, I have my own business!'}]"
1032,"Nein, den Spruch haben Sie nun echt nicht begriffen - was meine Theorie nur bestätigt",2021-04-05 17:55:47+00:00,"((0, 86, 'GERMAN', 'de'),)","[{'translation_text': ""No, you really didn't understand the spell - which just confirms my theory""}]"
1033,"Keine Ausreden, bitte!",2021-04-05 15:28:20+00:00,"((0, 22, 'Unknown', 'un'),)",NA
1034,Dann zeigen Sie uns bitte Ihr Profilbild ...,2021-04-05 15:12:03+00:00,"((0, 44, 'GERMAN', 'de'),)",[{'translation_text': 'Then please show us your profile picture ...'}]
1035,"Eigentlich wollte ich mich hier mit Ihnen geistig duellieren - aber ich sehe gerade, Sie sind gänzlich unbewaffnet ...",2021-04-05 14:28:04+00:00,"((0, 119, 'GERMAN', 'de'),)","[{'translation_text': ""Actually, I wanted to duel here with you mentally - but I see you're completely unarmed...""}]"
1036,"Hergott, lass es Hirn regnen!",2021-04-05 14:08:26+00:00,"((0, 29, 'Unknown', 'un'),)",NA
1039,Noch nicht mal die Rechtschreibung beherrschen - aber hier anonym grosse Töne spucken ... kleiner Feigling!,2021-04-05 14:06:41+00:00,"((0, 108, 'GERMAN', 'de'),)",[{'translation_text': 'Not even master the spelling - but here anonymously big sounds spit ... little coward!'}]
1040,Jedes Land hat eine Armee - entweder eine eigene oder eine fremde!,2021-04-05 11:43:19+00:00,"((0, 66, 'GERMAN', 'de'),)",[{'translation_text': 'Each country has an army - either its own or a foreign one!'}]
1041,Ah ja - wie kommen Sie zu dieser Behauptung?,2021-04-05 05:00:22+00:00,"((0, 44, 'GERMAN', 'de'),)",[{'translation_text': 'Ah yes - how do you come up with this claim?'}]
1042,Disuasion - aber davon scheinen Sie nichts zu verstehen ...,2021-04-04 21:04:25+00:00,"((0, 59, 'GERMAN', 'de'),)","[{'translation_text': ""Disuasion - but you don't seem to understand anything about it...""}]"
1043,... aus dem sicheren Lehnstuhl lässt sich die Geschichte immer gut kritisieren ...,2021-04-04 21:03:37+00:00,"((0, 83, 'GERMAN', 'de'),)",[{'translation_text': '... from the safe armchair the story can always be well criticized ...'}]
1044,Also da würde ich mich an Ihrer Stelle besser wappnen!,2021-04-04 20:17:59+00:00,"((0, 55, 'GERMAN', 'de'),)","[{'translation_text': ""So I'd be better off if I were you!""}]"
1045,Das Chaos haben unsere beiden halben Bundesräte angerichtet ...,2021-04-04 20:14:47+00:00,"((0, 64, 'GERMAN', 'de'),)",[{'translation_text': 'The chaos has been caused by our two half Bundesrats...'}]
1046,Liechtenstein schlagen wir mit der Dorffeuerwehr von Trübbach,2021-04-04 20:13:44+00:00,"((0, 62, 'GERMAN', 'de'),)",[{'translation_text': 'Liechtenstein we beat with the village fire brigade of Trübbach'}]
1047,Also das waren doch komplett andere Voraussetzungen ...,2021-04-04 20:10:51+00:00,"((0, 55, 'GERMAN', 'de'),)",[{'translation_text': 'So these were completely different prerequisites ...'}]
1048,"Ich bin selber Arbeitgeber, zahle korrekte Löhne und behandle meine Mitarbeiter selbstverständlich korrekt!",2021-04-04 19:49:38+00:00,"((0, 109, 'GERMAN', 'de'),)","[{'translation_text': 'I am an employer myself, pay correct wages and, of course, treat my employees correctly!'}]"
1049,Die  hat noch keinen einzigen Arbeitsplatz gerettet - aber durch ihre Politik schon zehntausende Arbeitsplätze verhindert oder gar vernichtet!,2021-04-04 19:34:18+00:00,"((0, 143, 'GERMAN', 'de'),)",[{'translation_text': 'It has not yet saved a single job - but through its policies it has already prevented or even destroyed tens of thousands of jobs!'}]
1051,Also zu meiner Zeit brachte man(n) die Unterwäsche noch selbst mit ...,2021-04-04 10:08:30+00:00,"((0, 71, 'GERMAN', 'de'),)","[{'translation_text': 'So in my day, they brought the underwear with them themselves...'}]"
1052,Riesenchaos und massive Mehrkosten bei den Beschaffungsprojekten der Armee - und Frau BR Amherd kümmert sich um Unterwäsche für die weiblichen Armeeangehörigen ... Führung sieht anders aus!,2021-04-04 09:47:40+00:00,"((0, 194, 'GERMAN', 'de'),)",[{'translation_text': 'Giant chaos and massive additional costs in the procurement projects of the army - and Mrs. BR Amherd takes care of underwear for the female army members ... Leadership looks different!'}]
1053,Immer über Abzocker und mangelnde Frauenquote schimpfen - sich dann aber gegenseitig die lukrativsten Pöstli zuschanzen: Typisch Sozialisten!,2021-04-04 08:42:20+00:00,"((0, 143, 'GERMAN', 'de'),)",[{'translation_text': 'Always scolding about abzockers and a lack of female quota - but then the most lucrative Pöstli jump to each other: Typical socialists!'}]
1056,"Stimmt, sorry!",2021-04-03 18:50:40+00:00,"((0, 14, 'Unknown', 'un'),)",NA
1057,Sie haben sich gerade eine saftige Strafanzeige eingehandelt ...,2021-04-03 18:15:02+00:00,"((0, 64, 'GERMAN', 'de'),)",[{'translation_text': 'You just got yourself a sue lawsuit...'}]
1058,"Bin nicht der Einzige, der massive Zweifel hat ...",2021-04-03 17:55:56+00:00,"((0, 50, 'GERMAN', 'de'),)","[{'translation_text': ""I'm not the only one who has massive doubts...""}]"
1059,Und das sehen auch Andere so!,2021-04-03 17:54:16+00:00,"((0, 29, 'GERMAN', 'de'),)",[{'translation_text': 'And others see it that way!'}]
1060,"Ja, gerne - aber leider hat die FDP den bürgerlichen Kompass komplett verloren ...",2021-04-03 17:05:05+00:00,"((0, 83, 'GERMAN', 'de'),)","[{'translation_text': 'Yes, gladly - but unfortunately the FDP has completely lost the bourgeois compass ...'}]"
1061,Also KKS und Cassis sind definitiv nicht mehr bürgerlich!,2021-04-03 16:48:06+00:00,"((0, 58, 'GERMAN', 'de'),)",[{'translation_text': 'So PPS and Cassis are definitely no longer bourgeois!'}]
1062,Bürgerlich dominiert? Mit KKS und Cassis? Sie belieben zu scherzen!,2021-04-03 16:44:34+00:00,"((0, 68, 'GERMAN', 'de'),)",[{'translation_text': 'Civic dominated? With PPS and Cassis? You like to joke!'}]
1063,Woher nehmen Sie diese absolut irre Behauptung?,2021-04-03 16:39:58+00:00,"((0, 47, 'GERMAN', 'de'),)",[{'translation_text': 'Where do you get this absolutely crazy claim?'}]
1064,Wo wurde die Stelle ausgeschrieben?,2021-04-03 16:31:25+00:00,"((0, 35, 'GERMAN', 'de'),)",[{'translation_text': 'Where was the job advertised?'}]
1065,Dieser Mann wäre sicher würdiger und geeigneter als  für das Amt - denn er hat vom Job eine Ahnung und legt echten Einsatz an den Tag!,2021-04-03 14:58:39+00:00,"((0, 137, 'GERMAN', 'de'),)",[{'translation_text': 'This man would certainly be more worthy and more appropriate than for the office - because he has a clue about the job and shows real commitment!'}]
1066,"Also Betriebstechnik und Betriebswirtschaft und die Gründung von 2 äußerst erfolgreichen Firmen legitimieren mich schon ein wenig - jedenfalls mehr, als ein Gewerkschafter",2021-04-03 14:05:25+00:00,"((0, 174, 'GERMAN', 'de'),)","[{'translation_text': 'So, business technology and business administration and the creation of 2 extremely successful companies are legitimizing me a little bit - at least more than a trade unionist'}]"
1067,Levrat der Beste? Dann aber gute Nacht Schweiz!,2021-04-03 13:50:17+00:00,"((0, 47, 'GERMAN', 'de'),)",[{'translation_text': 'Levrat the best? Then good night Switzerland!'}]
1068,Aber ein VRP müsste doch zuvor jemals in seinem Leben einen anständigen Beruf ausgeübt haben?,2021-04-03 13:49:37+00:00,"((0, 96, 'GERMAN', 'de'),)",[{'translation_text': 'But a VRP should have ever done a decent job in his life before?'}]
1069,Bürgerlich dominierte Bundesrat?  You made my day!,2021-04-03 13:11:54+00:00,"((0, 51, 'ENGLISH', 'en'),)",NA
1070,Dummschwätzer werden blockiert - schöne Ostern !,2021-04-01 13:16:48+00:00,"((0, 50, 'GERMAN', 'de'),)",[{'translation_text': 'Stupid chatters are blocked - beautiful Easter !'}]
1071,Sozialistenpack !,2021-04-01 13:09:20+00:00,"((0, 17, 'Unknown', 'un'),)",NA
1072,Schlicht jeder !,2021-03-31 19:49:35+00:00,"((0, 16, 'Unknown', 'un'),)",NA
1073,Man beachte seinen Lebenslauf - null unternehmerische Erfahrung!,2021-03-31 18:50:02+00:00,"((0, 64, 'GERMAN', 'de'),)",[{'translation_text': 'Note your CV - zero entrepreneurial experience!'}]
1074,Wir hätten Dutzende geeigneter Kandidatinnen und Kandidaten - aber Frau BR Sommaruga wählt nur Sozialisten ...,2021-03-31 17:54:35+00:00,"((0, 112, 'GERMAN', 'de'),)",[{'translation_text': 'We would have dozens of suitable candidates - but Mrs BR Sommaruga only elects socialists ...'}]
1075,Die Sozialistin wählt einen für diesen Job komplett ungeeigneten Sozialisten - was für eine Schuld ist da wohl beglichen worden? Sommaruga setzt Partei-Genossen ein: Christian Levrat wird neuer Post-Präsident,2021-03-31 14:56:21+00:00,"((0, 212, 'GERMAN', 'de'),)",[{'translation_text': 'The socialist chooses a socialist completely unsuitable for this job - what kind of debt has been paid? Sommaruga uses party comrades: Christian Levrat becomes new post-president'}]
1076,Fakten sind für Sie also „Hassgezeusle“ - weil Ihnen die Wahrheit nicht passt?,2021-03-31 07:58:13+00:00,"((0, 83, 'GERMAN', 'de'),)","[{'translation_text': 'So facts are for you ""Hassgezeusle"" - because you don\'t like the truth?'}]"
1077,"Echt jetzt ? Lesen ! Wie kommen Sie darauf, ich würde den Modellbauer angreifen ? Herr, lass es Hirn regnen ....",2021-03-30 16:19:22+00:00,"((0, 113, 'GERMAN', 'de'),)","[{'translation_text': 'Really now? Read! How do you think I would attack the modeler? Lord, let it rain brains ....'}]"
1078,"Nein, in der Schweiz !",2021-03-30 16:18:24+00:00,"((0, 22, 'GERMAN', 'de'),)","[{'translation_text': 'No, in Switzerland!'}]"
1079,Klimachaoten zünden Rauchpetarden gegen die Polizei - wahrlich echte Umweltschützer ...,2021-03-30 16:02:36+00:00,"((0, 89, 'GERMAN', 'de'),)",[{'translation_text': 'Climate chaos ignites smokepetards against the police - truly real environmentalists ...'}]
1080,"Und wenn man nicht lesen oder das Gelesene nicht erfassen kann, sollte man nicht kommentieren ...",2021-03-30 16:00:47+00:00,"((0, 97, 'GERMAN', 'de'),)","[{'translation_text': ""And if you can't read or record what you read, you shouldn't comment...""}]"
1081,Das muss sehr lange her sein ...,2021-03-30 13:17:40+00:00,"((0, 32, 'Unknown', 'un'),)",NA
1082,"Wenn Journalisten keine Ahnung haben, entstehen solche Bildlegenden ... Meisterleistung des   ...",2021-03-30 04:23:29+00:00,"((0, 97, 'GERMAN', 'de'),)","[{'translation_text': 'If journalists have no idea, such image legends arise ... masterwork of ...'}]"
1084,Ein bisschen Geschichtsbewusstsein bräuchte es halt schon ... aber Sie können das ja nachholen ...,2021-03-25 15:12:09+00:00,"((0, 100, 'GERMAN', 'de'),)",[{'translation_text': 'A little bit of historical awareness would have to be ... but you can make up for it ...'}]
1085,"Es ging damals darum, dass wir die Handgranaten an ein Land lieferten, welches sich verpflichtet hatte, diese nicht weiterzuverkaufen! Und auf verschlungenen Pfaden tauchten diese angeblich oder tatsächlich in einem anderen Land auf ... dafür kann die Schweiz nun wirklich nichts!",2021-03-25 13:18:23+00:00,"((0, 282, 'GERMAN', 'de'),)","[{'translation_text': ""At that time it was a matter of delivering the hand grenades to a country that had committed not to sell them again! And on winding paths they appeared supposedly or actually in another country ... for that Switzerland really can't!""}]"
1086,Witzig - aber völlig aus dem Zusammenhang gerissen!,2021-03-25 13:13:33+00:00,"((0, 52, 'GERMAN', 'de'),)",[{'translation_text': 'Funny - but completely out of context!'}]
1087,Auch „gefällt mir“ wird strafrechtlich verfolgt !,2021-03-25 11:05:54+00:00,"((0, 54, 'GERMAN', 'de'),)","[{'translation_text': '""I also like being prosecuted!'}]"
1088,Anonymer Feigling !,2021-03-25 05:56:22+00:00,"((0, 19, 'Unknown', 'un'),)",NA
1089,"Bitte beachten Sie nicht die schönen Worte und Bekundungen vor den Wahlen, sondern das reale Abstimmungsverhalten im Parlament!",2021-03-24 11:39:49+00:00,"((0, 128, 'GERMAN', 'de'),)","[{'translation_text': 'Please note not the fine words and statements before the elections, but the real voting behaviour in Parliament!'}]"
1090,Sanktionen gegen China? Wer stoppt diese Irrläufer? Wir sind ein neutrales Land! Mischet Euch nicht in fremde Händel!,2021-03-24 09:01:08+00:00,"((0, 119, 'GERMAN', 'de'),)",[{'translation_text': 'Sanctions against China? Who will stop these perverts? We are a neutral country! Do not mix yourself in strange hands!'}]
1091,Die Mitte ist Wischi-Waschi in Reinkultur ! Auch nach der Namensänderung ist sie einfach die katholische SP !,2021-03-24 07:41:05+00:00,"((0, 110, 'GERMAN', 'de'),)",[{'translation_text': 'The center is Wischi-Waschi in pure culture ! Even after the name change it is simply the Catholic SP !'}]
1092,Simonetta wer?,2021-03-23 06:29:33+00:00,"((0, 14, 'Unknown', 'un'),)",NA
1093,Geht das auch anständig?,2021-03-23 06:17:44+00:00,"((0, 25, 'Unknown', 'un'),)",NA
1094,Anonymer Feigling !,2021-03-22 22:27:22+00:00,"((0, 19, 'Unknown', 'un'),)",NA
1095,"Man kann sich auch echt doof anstellen hier ... und Ihnen scheint das ausgesprochen leicht zu fallen ... ich wollte mich mit Ihnen geistig duellieren - aber ich sehe gerade, Sie sind gänzlich unbewaffnet ...",2021-03-22 22:17:07+00:00,"((0, 208, 'GERMAN', 'de'),)",[{'translation_text': 'You can also be really stupid here ... and it seems to you that this is very easy to fall ... I wanted to duel with you mentally - but I see you are completely unarmed ...'}]
1096,"Es sind 4 Gründe: Alain Berset, Karin Keller-Sutter, Viola Amherd und Ignazio Cassis",2021-03-22 15:42:45+00:00,"((0, 85, 'Unknown', 'un'),)",NA
1097,"Keine Angst, wir machen unsere Arbeit - werden aber von den sogenannt „Bürgerlichen“ im Stich gelassen!",2021-03-22 13:30:00+00:00,"((0, 108, 'GERMAN', 'de'),)","[{'translation_text': 'Don\'t worry, we do our work - but are abandoned by the so-called ""citizens""!'}]"
